code,snapshot_date,Unnamed: 0,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
080580,2026-05-13,573,KR7080580004,오킨스전자,KOSDAQ,벤처기업부,25300,1,500,2.02,23900,26200,23600,633455,16010258075,531492066000,21090955,KSQ
064260,2026-05-13,574,KR7064260003,다날,KOSDAQ,중견기업부,7010,2,-60,-0.85,7070,7200,6950,1514997,10685480690,531031108140,75645457,KSQ
107640,2026-05-13,575,KR7107640005,한중엔시에스,KOSDAQ,기술성장기업부,58300,2,-1000,-1.69,58000,60600,56900,126947,7446635900,528486351800,9064946,KSQ
284740,2026-05-13,576,KR7284740008,쿠쿠홈시스,KOSPI,,23250,2,-650,-2.72,23900,24250,23150,21969,518955550,525033522000,22437330,STK
099190,2026-05-13,577,KR7099190001,아이센스,KOSDAQ,중견기업부,18490,2,-540,-2.84,19390,19390,18100,118972,2189575615,524946941610,28701309,KSQ
328130,2026-05-13,578,KR7328130000,루닛,KOSDAQ,기술성장기업부,17900,1,270,1.53,17500,18930,17380,575573,10433008785,524192585800,29284502,KSQ
047920,2026-05-13,579,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,15550,2,-530,-3.3,16400,16580,15420,118293,1864737630,514949889200,32799356,KSQ
041190,2026-05-13,580,KR7041190000,우리기술투자,KOSDAQ,우량기업부,6110,2,-200,-3.17,6310,6370,6080,1038934,6412869500,514920000000,84000000,KSQ
006405,2026-05-13,581,KR7006401004,삼성SDI우,KOSPI,,319000,1,500,0.16,305500,328000,302000,26815,8356721750,512873032000,1617896,STK
377740,2026-05-13,582,KR7377740006,바이오노트,KOSPI,,5040,1,160,3.28,4900,5220,4760,241514,1209438210,512486821440,101886048,STK
101160,2026-05-13,584,KR7101160000,월덱스,KOSDAQ,우량기업부,30950,2,-50,-0.16,30400,31250,29550,97787,2982234275,511015233350,16510993,KSQ
036620,2026-05-13,585,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,5630,2,-80,-1.4,5770,5900,5490,663150,3731601630,509536230730,90503771,KSQ
488900,2026-05-13,586,KR7488900002,비츠로넥스텍,KOSDAQ,기술성장기업부,17470,2,-580,-3.21,18000,18060,16700,100709,1777357545,508246810220,28976443,KSQ
0120G0,2026-05-13,587,KR70120G0001,삼양바이오팜,KOSPI,,68300,2,-600,-0.87,69200,71300,66300,32433,2192125800,507869921000,7435870,STK
094800,2026-05-13,588,KR7094800000,맵스리얼티,KOSPI,,5520,2,-80,-1.43,5600,5650,5330,102665,564267765,507803790570,92834331,STK
005945,2026-05-13,589,KR7005941000,NH투자증권우,KOSPI,,26900,2,-200,-0.74,27000,27000,26350,69321,1849290825,504798394000,18870968,STK
425040,2026-05-13,590,KR7425040003,티이엠씨,KOSDAQ,우량기업부,23700,1,600,2.6,22450,23950,22000,1431678,33501914450,502299881100,21329082,KSQ
000157,2026-05-13,591,KR7000152009,두산2우B,KOSPI,,561000,1,2000,0.36,555000,565000,525000,1524,830542000,500994318000,893038,STK
211050,2026-05-13,592,KR7211050000,인카금융서비스,KOSDAQ,우량기업부,10070,1,90,0.9,10180,10390,10000,122601,1251008020,500026118550,49263657,KSQ
394280,2026-05-13,593,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,19000,1,500,2.7,18500,19310,17880,239417,4473566270,496895555800,26346530,KSQ
230360,2026-05-13,594,KR7230360000,에코마케팅,KOSDAQ,우량기업부,16010,1,10,0.06,16000,16020,16000,12657,202526890,496290115580,30998758,KSQ
004690,2026-05-13,595,KR7004690004,삼천리,KOSPI,,136600,2,-4600,-3.26,141200,141300,135700,20288,2804869100,495055060500,3626777,STK
078130,2026-05-13,596,KR7078130002,국일제지,KOSDAQ,중견기업부,436,0,0,0.0,0,0,0,0,0,491548959756,1127405871,KSQ
036170,2026-05-13,597,KR7036170009,에이치엠넥스,KOSDAQ,중견기업부,7900,2,-170,-2.11,7610,8240,7550,1767978,13827735295,489697695480,61365626,KSQ
092790,2026-05-13,598,KR7092790005,넥스틸,KOSPI,,18770,1,1410,8.12,16960,19500,16960,1691831,31636841980,488837600000,26002000,STK
381970,2026-05-13,599,KR7381970003,케이카,KOSPI,,10010,2,-20,-0.2,10000,10130,9960,96652,967480635,488208480000,48820848,STK
287840,2026-05-13,600,KR7287840003,인투셀,KOSDAQ,기술성장기업부,32700,2,-1100,-3.25,34950,34950,32150,81630,2661318450,487462602000,15021960,KSQ
144960,2026-05-13,601,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,11150,4,2570,29.95,8820,11150,8370,9657278,99262475090,487172757600,43692624,KSQ
448730,2026-05-13,602,KR7448730002,삼성FN리츠,KOSPI,,5370,2,-200,-3.59,5600,5600,5350,103222,560133320,487117500000,91050000,STK
376270,2026-05-13,603,KR7376270005,HEM파마,KOSDAQ,기술성장기업부,68500,2,-8200,-10.69,75500,76400,67000,63042,4475820150,481474529000,7186187,KSQ
034310,2026-05-13,604,KR7034310003,NICE,KOSPI,,13200,2,-170,-1.27,13410,13440,12740,94998,1232066030,481151185130,36757157,STK
187660,2026-05-13,605,KR7187660006,페니트리움바이오,KOSDAQ,중견기업부,8660,2,-440,-4.84,9120,9120,8300,1538534,13341059730,480337750980,55466253,KSQ
034950,2026-05-13,607,KR7034950006,한국기업평가,KOSDAQ,우량기업부,105300,2,-1000,-0.94,104700,106700,104000,2071,218930150,477662072800,4540514,KSQ
025320,2026-05-13,608,KR7025320003,시노펙스,KOSDAQ,우량기업부,5170,2,-80,-1.52,5250,5320,5150,479385,2497808770,477360325540,92154503,KSQ
110990,2026-05-13,609,KR7110990009,디아이티,KOSDAQ,우량기업부,25200,1,750,3.07,23700,25650,23200,253986,6299960850,476280000000,18900000,KSQ
251970,2026-05-13,610,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,38550,2,-1450,-3.63,40000,40000,38050,60894,2350291975,476160000000,12400000,KSQ
000070,2026-05-13,611,KR7000070003,삼양홀딩스,KOSPI,,60900,2,-1600,-2.56,63000,63400,60800,15213,936105950,473554651000,7763191,STK
105840,2026-05-13,612,KR7105840003,우진,KOSPI,,23200,2,-1100,-4.53,23800,23950,23050,460745,10789744100,469595827500,20197670,STK
079370,2026-05-13,613,KR7079370003,제우스,KOSDAQ,우량기업부,15050,2,-460,-2.97,15490,15580,14950,508281,7697546295,467736209200,31016990,KSQ
002710,2026-05-13,614,KR7002710002,TCC스틸,KOSPI,,17790,1,370,2.12,17000,18130,17000,171375,3038659720,465555258720,26213697,STK
114810,2026-05-13,615,KR7114810005,한솔아이원스,KOSDAQ,우량기업부,16250,2,-50,-0.31,15860,16540,15750,272628,4416226105,465210940980,28593174,KSQ
950210,2026-05-13,616,KR8702070002,프레스티지바이오파마,KOSPI,,7720,2,-80,-1.03,7800,8250,7690,122047,952561965,463942316600,60096155,STK
013030,2026-05-13,617,KR7013030002,하이록코리아,KOSDAQ,우량기업부,39500,2,-800,-1.99,40350,40750,39150,44815,1773741150,463664873600,11768144,KSQ
016590,2026-05-13,618,KR7016590002,신대양제지,KOSPI,,11690,1,250,2.19,11440,11690,11230,20849,237308030,463424930000,40297820,STK
170920,2026-05-13,619,KR7170920003,엘티씨,KOSDAQ,벤처기업부,44000,1,3200,7.84,40700,44000,37100,214810,8648444925,463236925100,10564126,KSQ
012030,2026-05-13,620,KR7012030003,DB,KOSPI,,2300,1,45,2.0,2230,2340,2070,3444496,7623218068,462700045900,201173933,STK
004710,2026-05-13,621,KR7004710000,한솔테크닉스,KOSPI,,14820,1,240,1.65,14550,15870,14100,3939434,59411547760,460894974390,31417517,STK
090435,2026-05-13,622,KR7090431008,아모레퍼시픽우,KOSPI,,43600,2,-1700,-3.75,44100,45150,43350,22203,977184825,460849279500,10557830,STK
145720,2026-05-13,624,KR7145720009,덴티움,KOSPI,,53200,1,2700,5.35,53500,53900,50900,93847,4926531350,457066223000,8623891,STK
067630,2026-05-13,625,KR7067630004,HLB생명과학,KOSDAQ,투자주의환기종목(소속부없음),3750,2,-120,-3.1,3905,3945,3720,446384,1691942774,455360211630,121917058,KSQ
025860,2026-05-13,626,KR7025860008,남해화학,KOSPI,,9150,1,120,1.33,9120,9600,9120,2492561,23355618815,455058201880,49678843,STK
145990,2026-05-13,627,KR7145990008,삼양사,KOSPI,,44450,3,0,0.0,44750,44750,43900,5669,250965950,454823100900,10313449,STK
117730,2026-05-13,628,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,20300,1,200,1.0,20500,20750,19600,158968,3206936220,454544566450,22558043,KSQ
015360,2026-05-13,629,KR7015360001,INVENI,KOSPI,,16660,2,-210,-1.24,16850,17190,16640,84102,1422198350,454257500000,27250000,STK
306200,2026-05-13,630,KR7306200007,세아제강,KOSPI,,159600,1,3600,2.31,156600,163400,153100,14842,2360909450,454091630000,2836300,STK
079940,2026-05-13,631,KR7079940003,가비아,KOSDAQ,우량기업부,33700,1,1200,3.69,32950,34000,32500,22827,762761675,452277050800,13420684,KSQ
230240,2026-05-13,632,KR7230240004,에치에프알,KOSDAQ,중견기업부,33950,2,-2100,-5.83,35800,35800,33150,393407,13399037975,451840550000,13309000,KSQ
484590,2026-05-13,633,KR7484590005,삼양컴텍,KOSDAQ,벤처기업부,10950,2,-100,-0.9,11000,11150,10910,126597,1389680535,450842323000,41210450,KSQ
215600,2026-05-13,634,KR7215600008,신라젠,KOSDAQ,중견기업부,3255,2,-45,-1.36,3310,3355,3220,780811,2536726952,450299083000,138553564,KSQ
027410,2026-05-13,635,KR7027410000,BGF,KOSPI,,4745,2,-35,-0.73,4775,4800,4560,356282,1665411320,449868917700,95716791,STK
482630,2026-05-13,636,KR7482630001,삼양엔씨켐,KOSDAQ,중견기업부,20700,2,-1050,-4.83,21000,21250,20000,407172,8405398125,448709740000,21888280,KSQ
452280,2026-05-13,637,KR7452280001,한선엔지니어링,KOSDAQ,우량기업부,23300,4,5360,29.88,20600,23300,19720,1695404,36957160575,448441586000,19246420,KSQ
389650,2026-05-13,638,KR7389650003,넥스트바이오메디컬,KOSDAQ,기술성장기업부,54700,3,0,0.0,56100,57400,54000,55951,3082372600,447932175600,8203886,KSQ
002030,2026-05-13,639,KR7002030005,아세아,KOSPI,,217000,2,-9500,-4.19,228500,229000,217000,2285,506666500,447800310000,2058852,STK
029530,2026-05-13,640,KR7029530003,신도리코,KOSPI,,45800,2,-900,-1.93,46900,46950,45600,18611,855294000,445951961100,9715729,STK
441270,2026-05-13,641,KR7441270006,파인엠텍,KOSDAQ,벤처기업부,10650,1,560,5.55,10060,11130,9830,883974,9410313015,441119049760,41693672,KSQ
006220,2026-05-13,642,KR7006220008,제주은행,KOSPI,,11620,2,-80,-0.68,11700,11990,11550,166639,1945693900,440731174620,37798557,STK
095660,2026-05-13,643,KR7095660007,네오위즈,KOSDAQ,우량기업부,20250,3,0,0.0,20600,20600,20050,48495,982570250,440301940650,21636459,KSQ
424870,2026-05-13,644,KR7424870004,이뮨온시아,KOSDAQ,기술성장기업부,6000,1,280,4.9,6340,6360,5880,434649,2613134235,439490229390,74363829,KSQ
092870,2026-05-13,645,KR7092870005,엑시콘,KOSDAQ,우량기업부,33650,2,-600,-1.75,33750,34500,30800,251063,8366917775,438506779200,13050797,KSQ
003720,2026-05-13,646,KR7003720000,삼영,KOSPI,,12840,2,-60,-0.47,12800,13300,12360,771795,9869177440,436900000000,34000000,STK
455900,2026-05-13,647,KR7455900001,엔젤로보틱스,KOSDAQ,기술성장기업부,29000,1,750,2.65,28750,29650,28000,81621,2356100600,436830303150,15247131,KSQ
058430,2026-05-13,648,KR7058430000,포스코스틸리온,KOSPI,,7260,1,60,0.83,7120,8030,7050,4120582,31174803825,436800000000,60000000,STK
192650,2026-05-13,649,KR7192650000,드림텍,KOSPI,,6300,2,-30,-0.47,6270,6410,6170,299083,1876837385,434537453700,68974199,STK
355150,2026-05-13,650,KR7355150004,코스텍시스,KOSDAQ,벤처기업부,55600,2,-900,-1.59,54000,58500,51000,144088,8021978900,434312395000,7797350,KSQ
085910,2026-05-13,651,KR7085910008,네오티스,KOSDAQ,중견기업부,31100,1,2050,7.06,29050,32300,26150,490487,14546000325,431979358000,13934818,KSQ
206650,2026-05-13,652,KR7206650004,유바이오로직스,KOSDAQ,우량기업부,11760,2,-290,-2.41,12190,12250,11720,318409,3779161415,431866090320,36723307,KSQ
243070,2026-05-13,653,KR7243070000,휴온스,KOSDAQ,우량기업부,36050,1,800,2.27,32250,39000,30300,264962,9142528750,430069973500,11979665,KSQ
078350,2026-05-13,654,KR7078350006,한양디지텍,KOSDAQ,우량기업부,28400,2,-900,-3.07,28400,29100,27450,231086,6507779400,429891572400,15244382,KSQ
265520,2026-05-13,655,KR7265520007,AP시스템,KOSDAQ,우량기업부,28450,1,800,2.89,27000,28600,27000,210413,5871510575,429700939550,15050821,KSQ
126720,2026-05-13,656,KR7126720002,수산인더스트리,KOSPI,,29900,2,-1150,-3.7,30500,31500,29550,50839,1529748650,429294300000,14286000,STK
072710,2026-05-13,657,KR7072710007,농심홀딩스,KOSPI,,92200,2,-1100,-1.18,93700,94200,92100,9160,851762450,428068017000,4637790,STK
298830,2026-05-13,658,KR7298830001,슈어소프트테크,KOSDAQ,우량기업부,8000,1,250,3.23,7700,8240,7540,1707268,13648047490,427133407010,53458499,KSQ
357120,2026-05-13,659,KR7357120005,코람코라이프인프라리츠,KOSPI,,4360,2,-40,-0.91,4430,4430,4200,134995,587892587,424382143440,97335354,STK
340570,2026-05-13,660,KR7340570001,티앤엘,KOSDAQ,우량기업부,52500,2,-2500,-4.55,55500,55500,52000,44189,2331680100,424281600000,8128000,KSQ
097520,2026-05-13,661,KR7097520001,엠씨넥스,KOSPI,,24400,1,1800,7.96,24000,24800,23250,207784,5026307200,422856450000,17401500,STK
009160,2026-05-13,662,KR7009160003,SIMPAC,KOSPI,,6440,1,60,0.94,6360,6680,6150,264717,1681340170,421642743600,65370968,STK
0001A0,2026-05-13,663,KR70001A0001,덕양에너젠,KOSDAQ,중견기업부,17010,2,-940,-5.24,17960,18110,16830,398150,6845923555,420458667200,24791195,KSQ
064820,2026-05-13,664,KR7064820004,케이프,KOSDAQ,우량기업부,13650,2,-270,-1.94,14010,14290,13530,144297,1982028560,420316128300,30860215,KSQ
241770,2026-05-13,665,KR7241770007,메카로,KOSDAQ,우량기업부,40600,1,3400,9.14,38150,41450,36850,99479,3915373100,419936768000,10192640,KSQ
098070,2026-05-13,666,KR7098070006,한텍,KOSDAQ,중견기업부,37750,2,-800,-2.08,38700,40500,37450,106950,4110802175,419823072750,11121141,KSQ
029460,2026-05-13,667,KR7029460003,케이씨,KOSPI,,38350,1,300,0.79,37400,39500,36800,54477,2078465825,419331356750,11020535,STK
065680,2026-05-13,668,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,45000,1,1700,3.93,43350,45300,40350,83034,3579778750,418593336300,9240471,KSQ
344820,2026-05-13,669,KR7344820006,KCC글라스,KOSPI,,26200,2,-350,-1.32,26700,26700,26050,35453,931170125,418427414400,15970512,STK
012860,2026-05-13,670,KR7012860003,모베이스전자,KOSDAQ,우량기업부,5730,2,-300,-4.98,6220,7070,5680,41335495,262246963890,417430704900,73233457,KSQ
060980,2026-05-13,671,KR7060980000,HL홀딩스,KOSPI,,46050,1,1550,3.48,44500,47150,44050,49736,2290526175,416719077300,9078847,STK
017810,2026-05-13,672,KR7017810003,풀무원,KOSPI,,10930,1,30,0.28,10900,11030,10800,31144,339272185,414751496960,38120542,STK
042370,2026-05-13,673,KR7042370007,비츠로테크,KOSDAQ,우량기업부,15900,2,-990,-5.86,16890,16890,15500,686109,10986169135,413698394750,26200025,KSQ
0008Z0,2026-05-13,674,KR70008Z0005,에스엔시스,KOSDAQ,벤처기업부,43750,1,5000,12.9,38800,45300,37850,470321,20250387125,412377846800,9436564,KSQ
105630,2026-05-13,675,KR7105630008,한세실업,KOSPI,,10280,2,-350,-3.29,10700,10700,10210,105149,1087990500,410000000000,40000000,STK
078020,2026-05-13,676,KR7078020005,LS증권,KOSDAQ,우량기업부,7370,2,-270,-3.53,7590,7650,7350,217809,1627590230,408896370300,55481190,KSQ
004700,2026-05-13,677,KR7004700001,조광피혁,KOSPI,,61400,2,-400,-0.65,62000,63100,61000,1668,102793000,408257073200,6649138,STK
417310,2026-05-13,678,KR7417310000,코람코더원리츠,KOSPI,,10060,1,10,0.1,10050,10120,10020,178161,1791043305,406020000000,40400000,STK
101730,2026-05-13,679,KR7101730000,위메이드맥스,KOSDAQ,중견기업부,4815,2,-35,-0.72,5010,5030,4815,98683,481963373,405607904240,83803286,KSQ
170900,2026-05-13,680,KR7170900005,동아에스티,KOSPI,,41600,2,-400,-0.95,42150,42450,41500,20924,874418950,404677270400,9727819,STK
204620,2026-05-13,681,KR7204620009,글로벌텍스프리,KOSDAQ,우량기업부,5760,1,60,1.05,5690,5910,5560,1236323,7088333625,404129147500,70283330,KSQ
494120,2026-05-13,682,KR7494120009,큐리오시스,KOSDAQ,기술성장기업부,49400,2,-4800,-8.86,50900,53000,46500,271955,13446936775,403673546000,7616482,KSQ
089590,2026-05-13,683,KR7089590004,제주항공,KOSPI,,5020,2,-30,-0.59,5020,5100,4960,293031,1469980004,403204925000,80640985,STK
002810,2026-05-13,684,KR7002810000,삼영무역,KOSPI,,21800,1,350,1.63,21300,22450,20700,38906,830921725,401656119000,18466948,STK
078150,2026-05-13,685,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,4320,2,-215,-4.74,4235,4580,4100,5452305,23499775760,401459916280,92715916,KSQ
160980,2026-05-13,686,KR7160980009,싸이맥스,KOSDAQ,우량기업부,36700,1,850,2.37,35450,38000,34450,162559,6008142050,400373505950,10924243,KSQ
179900,2026-05-13,687,KR7179900006,유티아이,KOSDAQ,투자주의환기종목(소속부없음),20150,2,-150,-0.74,20000,20600,19830,88959,1783925790,399766322400,19790412,KSQ
183190,2026-05-13,688,KR7183190008,아세아시멘트,KOSPI,,10850,2,-290,-2.6,11140,11140,10740,85639,932847225,397555000920,36506428,STK
241520,2026-05-13,689,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,14800,2,-420,-2.76,15150,15150,14580,497870,7335554330,393148000000,26600000,KSQ
005610,2026-05-13,690,KR7005610001,삼립,KOSPI,,45300,2,-1250,-2.69,46700,46700,45150,13884,634667500,390031206800,8629009,STK
084010,2026-05-13,691,KR7084010008,대한제강,KOSPI,,11200,2,-150,-1.32,11400,11500,11170,42211,476345855,388399034800,34371596,STK
450950,2026-05-13,692,KR7450950001,아스테라시스,KOSDAQ,벤처기업부,10350,2,-330,-3.09,10630,10630,10010,117143,1195464970,388316749440,37627592,KSQ
073490,2026-05-13,693,KR7073490005,LIG아큐버,KOSDAQ,우량기업부,50700,2,-2100,-3.98,52400,52500,50100,158621,8103741950,387035761400,7603846,KSQ
304360,2026-05-13,694,KR7304360001,에스바이오메딕스,KOSDAQ,벤처기업부,31300,2,-1000,-3.1,32950,33600,31000,86553,2767001750,387035250000,12385128,KSQ
194370,2026-05-13,695,KR7194370003,제이에스코퍼레이션,KOSPI,,13290,2,-420,-3.06,13980,13980,13220,95144,1280347365,386793384140,29016758,STK
220100,2026-05-13,696,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,17310,1,60,0.35,17370,17730,16800,82189,1399735865,385975898200,22427420,KSQ
417840,2026-05-13,697,KR7417840006,저스템,KOSDAQ,벤처기업부,17030,4,3930,30.0,13100,17030,12430,4523191,72626764015,385966744930,22663931,KSQ
036890,2026-05-13,698,KR7036890002,진성티이씨,KOSDAQ,우량기업부,17440,2,-910,-4.96,18060,18350,16900,298362,5222144230,384909923810,22032623,KSQ
086390,2026-05-13,699,KR7086390002,유니테스트,KOSDAQ,중견기업부,18220,2,-440,-2.36,18130,18410,17100,233075,4198781365,384852434460,21134126,KSQ
046970,2026-05-13,700,KR7046970000,우리로,KOSDAQ,벤처기업부,8750,2,-560,-6.02,9170,9170,8610,1760799,15496855995,383468741250,43824999,KSQ
025770,2026-05-13,701,KR7025770009,한국정보통신,KOSDAQ,우량기업부,10350,2,-410,-3.81,10650,10760,10200,150131,1555587910,383429335040,37444271,KSQ
094360,2026-05-13,702,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,17990,1,40,0.22,17510,18200,17300,113504,2019139105,383161765040,21334174,KSQ
419530,2026-05-13,703,KR7419530001,SAMG엔터,KOSDAQ,기술성장기업부,38300,1,1950,5.36,36500,38700,36000,75730,2828998050,382624929050,10029487,KSQ
064290,2026-05-13,704,KR7064290000,인텍플러스,KOSDAQ,벤처기업부,29600,1,1250,4.41,27950,29850,27000,532193,15200094850,382059671400,12863962,KSQ
378340,2026-05-13,705,KR7378340004,필에너지,KOSDAQ,중견기업부,17710,2,-40,-0.23,17340,18260,17090,138984,2448066160,381904246120,21625382,KSQ
475400,2026-05-13,706,KR7475400008,씨메스로보틱스,KOSDAQ,기술성장기업부,32600,1,750,2.35,32400,32900,31350,103565,3333353050,380896408800,11756062,KSQ
200880,2026-05-13,707,KR7200880003,서연이화,KOSPI,,14010,2,-10,-0.07,13910,14360,13850,84066,1189206195,380560392960,27028437,STK
009290,2026-05-13,708,KR7009290008,광동제약,KOSPI,,7610,2,-310,-3.91,8070,8240,7580,341138,2638270640,379972535040,49799808,STK
089980,2026-05-13,710,KR7089980007,상아프론테크,KOSDAQ,우량기업부,23600,2,-550,-2.28,23700,24450,22550,74085,1764689600,376541821350,15989037,KSQ
003800,2026-05-13,711,KR7003800000,에이스침대,KOSDAQ,우량기업부,33900,1,300,0.89,33600,33900,33150,9041,302306750,375951000000,11090000,KSQ
078520,2026-05-13,712,KR7078520004,에이블씨엔씨,KOSPI,,14540,1,660,4.76,14090,14600,13020,172626,2410126995,375904626450,26014161,STK
200670,2026-05-13,713,KR7200670008,휴메딕스,KOSDAQ,우량기업부,33650,1,250,0.75,33600,33650,32500,40755,1344334175,375641158500,11229930,KSQ
036200,2026-05-13,715,KR7036200004,유니셈,KOSDAQ,우량기업부,12250,1,450,3.81,11380,12440,11280,520253,6226828700,373183593910,30664223,KSQ
219130,2026-05-13,716,KR7219130002,타이거일렉,KOSDAQ,벤처기업부,59100,1,3000,5.35,53100,59200,50500,85771,4770377850,373174539000,6314290,KSQ
092220,2026-05-13,717,KR7092220003,KEC,KOSPI,,1838,0,0,0.0,0,0,0,0,0,369002653158,200763141,STK
0082N0,2026-05-13,718,KR70082N0008,카나프테라퓨틱스,KOSDAQ,기술성장기업부,27850,2,-2050,-6.86,30700,30950,27600,158415,4483200025,368748162000,13216780,KSQ
180400,2026-05-13,719,KR7180400004,DXVX,KOSDAQ,관리종목(소속부없음),3750,2,-120,-3.1,3940,4000,3670,152643,581211224,367141781360,98429432,KSQ
011760,2026-05-13,720,KR7011760006,현대코퍼레이션,KOSPI,,27850,2,-250,-0.89,28500,28500,27550,43029,1198625400,367103806500,13228966,STK
199820,2026-05-13,721,KR7199820002,제일일렉트릭,KOSDAQ,우량기업부,16450,3,0,0.0,16090,18200,15420,2888606,49289171310,366630000000,22220000,KSQ
091810,2026-05-13,722,KR7091810002,트리니티항공,KOSPI,,892,2,-3,-0.34,890,900,875,1112780,987146347,366303933195,412969485,STK
092460,2026-05-13,723,KR7092460005,한라IMS,KOSDAQ,우량기업부,21450,1,1050,5.15,20500,21600,20000,262603,5499039300,366147152000,17109680,KSQ
034830,2026-05-13,724,KR7034830000,한국토지신탁,KOSPI,,1450,2,-31,-2.09,1481,1495,1450,605781,886238139,366109383500,252489230,STK
228760,2026-05-13,725,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,14750,2,-390,-2.58,15600,15650,14360,120226,1762906420,365927453440,24859202,KSQ
001390,2026-05-13,726,KR7001390004,KG케미칼,KOSPI,,5430,2,-200,-3.55,5600,5670,5360,566617,3113397755,365747683200,67233030,STK
092230,2026-05-13,727,KR7092230002,KPX홀딩스,KOSPI,,86300,2,-600,-0.69,87000,87100,85600,2245,193628500,364586949800,4224646,STK
02826K,2026-05-13,728,KR702826K016,삼성물산우B,KOSPI,,247000,2,-7500,-2.95,249000,255500,233000,14843,3625878500,363228525000,1467590,STK
144510,2026-05-13,729,KR7144510005,지씨셀,KOSDAQ,중견기업부,23000,2,-1000,-4.17,24550,25000,22750,78522,1839769400,362617894800,15800344,KSQ
005720,2026-05-13,730,KR7005720008,넥센,KOSPI,,6900,2,-40,-0.58,6940,6960,6780,26325,180278590,362553441300,52543977,STK
001230,2026-05-13,731,KR7001230002,동국홀딩스,KOSPI,,11400,0,0,0.0,0,0,0,0,0,362525506200,31800483,STK
200470,2026-05-13,732,KR7200470003,에이팩트,KOSDAQ,중견기업부,8570,2,-270,-3.05,8790,8790,7920,646239,5432985680,362195895150,42362093,KSQ
389260,2026-05-13,733,KR7389260001,대명에너지,KOSDAQ,우량기업부,20150,2,-400,-1.95,20800,20800,20000,64253,1304045975,361909765000,17916325,KSQ
084990,2026-05-13,734,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,7860,1,130,1.68,8500,8700,7710,691030,5564131130,361367528480,46092797,KSQ
092200,2026-05-13,735,KR7092200005,디아이씨,KOSPI,,9300,1,550,6.29,8750,9730,8500,4921935,45497265000,360885920320,38888569,STK
459510,2026-05-13,736,KR7459510004,나우로보틱스,KOSDAQ,기술성장기업부,27850,1,450,1.64,27400,28250,26900,161386,4455253850,360799019600,12978382,KSQ
017860,2026-05-13,737,KR7017860008,DS단석,KOSPI,,20300,2,-450,-2.17,20750,21100,20200,124254,2551730100,360510521700,17759139,STK
203650,2026-05-13,738,KR7203650007,드림시큐리티,KOSDAQ,중견기업부,3585,2,-25,-0.69,3710,3765,3435,7417852,26415515426,360411945800,101097320,KSQ
418550,2026-05-13,739,KR7418550000,제이오,KOSDAQ,기술성장기업부,11290,1,670,6.31,10590,11390,10200,416708,4530467325,359238291060,32017673,KSQ
093520,2026-05-13,740,KR7093520005,매커스,KOSDAQ,우량기업부,25400,2,-100,-0.39,24850,25600,24600,25283,635294175,357618073000,14163092,KSQ
452430,2026-05-13,742,KR7452430002,사피엔반도체,KOSDAQ,기술성장기업부,43750,1,1650,3.92,40750,43750,40250,56939,2446893750,356663196400,8218046,KSQ
114190,2026-05-13,744,KR7114190002,강원에너지,KOSDAQ,중견기업부,13600,1,60,0.44,13760,14000,13260,111641,1512343610,355795777560,26123038,KSQ
104700,2026-05-13,745,KR7104700000,한국철강,KOSPI,,9740,2,-120,-1.22,9900,9900,9710,36730,358853730,355387500000,36450000,STK
016800,2026-05-13,746,KR7016800005,퍼시스,KOSPI,,31200,2,-200,-0.64,31900,31900,30300,1526,46751350,355350000000,11500000,STK
308430,2026-05-13,747,KR7308430008,셀비온,KOSDAQ,기술성장기업부,27600,2,-550,-1.95,28750,28750,27350,61398,1709013825,354149676000,12831510,KSQ
002900,2026-05-13,748,KR7002900009,TYM,KOSPI,,8530,2,-470,-5.22,9020,9170,8510,715388,6236580960,353556000000,41400000,STK
026890,2026-05-13,749,KR7026890004,스틱인베스트먼트,KOSPI,,9050,2,-140,-1.52,9250,9280,9030,65049,593794935,352426908330,38770837,STK
007690,2026-05-13,750,KR7007690001,국도화학,KOSPI,,37900,2,-550,-1.43,39750,39750,37750,25251,968727450,350985532800,9260832,STK
126560,2026-05-13,751,KR7126560002,현대퓨처넷,KOSPI,,3200,1,70,2.24,3165,3250,3115,445472,1422784605,349894350375,110202945,STK
018250,2026-05-13,752,KR7018250001,애경산업,KOSPI,,13240,2,-170,-1.27,13530,13530,13210,38151,506983820,349403440050,26409935,STK
389020,2026-05-13,753,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,52400,1,2300,4.59,49500,53200,47700,109411,5641041100,349190351200,6663938,KSQ
